id,contract_price,date_of_publication,procurement_name,place_of_performance,system_number,contracting_authority_id,supplier_id,date_of_contract_close
4033,301600.30,2019-12-05,Zajištění série 5-ti diskuzních fór k tématům souvisejícím s procesem deinstitucionalizace a transformace sociálních služeb,Praha,N006/19/V00035159,21,580,
4034,153071.00,2019-06-21,"VPŠ a SPŠ MV v Praze, Pod Táborem 102/5, Praha 9 – RD na dodávky ochranných pracovních prostředků 2. kolo.",Hlavní město Praha,N006/19/V00017818,122,3072,
4035,299000.00,2023-09-06,Prodloužení podpory licencí forenzních softwarů,Ústecký kraj,N006/23/V00008282,54,3074,
4036,3550000.00,2021-09-20,Rámcová dohoda na dodávky kancelářského nábytku pro VoZP ČR,Česká republika,N006/21/V00024491,440,1373,
4037,15920.00,2023-08-03,Nákup jednorázových sterilních pipet pro OLD u VVetÚ Hlučín,Moravskoslezský kraj,N006/23/V00021695,4,3077,
4038,176400.00,2023-09-06,Pravidelná roční podpora software k zařízení UFED,,N006/23/V00015915,54,2679,
4039,82822.50,2023-08-15,Rozpouštědla,Královéhradecký kraj,N006/23/V00022780,4,2754,
4040,35760.00,2023-09-06,19. dílčí plnění - Nákup stravovacích poukázek na září 2023,Jihočeský kraj,N006/23/V00024165,4,66,
4041,1034850.00,2023-08-08,Zálohovací řešení včetně hardware,Hlavní město Praha,N006/23/V00022170,24,1645,
4042,44900.00,2023-08-09,DNS na nákup radioaktivního materiálu a URZ - Výzva 046 (Lu-177),Hlavní město Praha,N006/23/V00021163,259,1737,
4043,636250.00,2023-09-06,VZMR č. 12/23 - Hygienické a čisticí prostředky,Česká republika,N006/23/V00022642,416,127,
4044,60024.00,2023-02-24,BTK rehabilitačních přístrojů pro VRÚ Slapy,Středočeský kraj,N006/23/V00005094,59,1734,
4045,819573.89,2023-09-06,Oprava balkónů ve VRÚ Slapy,Středočeský kraj,N006/23/V00021582,59,2213,
4046,1403293.87,2023-07-19,PS 0623 - Oprava kanalizace a odpadních jímek v areálu Barákový tábor Potštát,Olomoucký kraj,N006/23/V00002185,4,3082,
4047,1652892.57,2023-06-15,Nákup ochranných prostředků,Moravskoslezský kraj,N006/23/V00017121,52,1174,
4048,24681.00,2023-08-17,Nákup materiálu - Přímotop elektrický,Karlovarský kraj,N006/23/V00023047,4,313,
4049,1530074.74,2023-07-14,Opravy komunikací v areálu VRÚ Slapy,Středočeský kraj,N006/23/V00019985,59,3083,
4050,4197937.77,2023-06-12,PS 0623 – Stavební opravy v areálu Letecká kasárna Prostějov,Olomoucký kraj,N006/23/V00003477,4,2452,
4051,479896.70,2023-07-12,Oprava oplocení v areálu VRÚ Slapy,Středočeský kraj,N006/23/V00019693,59,2213,
4052,686865.10,2023-06-30,ÚVN – VoFN Praha – Zdravotnická technika – nákup - část 16 - Videokolposkop,Hlavní město Praha,N006/23/V00018554,126,1811,
4053,924700.00,2023-06-29,Obec Stašov – rekonstrukce veřejného osvětlení,Středočeský kraj,N006/23/V00018789,441,3085,
4054,569157.00,2023-06-30,ÚVN – VoFN Praha – Zdravotnická technika – nákup - část 13 - Přísálový sterilizátor,Hlavní město Praha,N006/23/V00018398,126,3087,
4055,594000.00,2023-09-06,Prodloužení technické podpory SW Magnet AXIOM Complete,Ústecký kraj,N006/23/V00022203,54,3074,
4056,597114.92,2023-06-28,Oprava budovy typu Jeseník pro VRÚ Slapy,Středočeský kraj,N006/23/V00018373,59,2213,
4057,107691.00,2023-08-09,OS Karviná - dodávka originálních tonerů do tiskáren,Moravskoslezský kraj,N006/23/V00022326,99,2491,
4058,200000.00,2023-06-08,Originální tonery pro VRÚ Slapy,Středočeský kraj,N006/23/V00013857,59,807,
4059,738940.00,2023-09-06,Catering pro zahajovací koncerty České filharmonie 2023,,N006/23/V00024784,125,1481,
4060,4600.00,2023-08-25,"ÚP ČR KoP Strakonice - Revize tlakových nádob, proškolení obsluhy",Jihočeský kraj,N006/23/V00023761,30,2075,
4061,5935881.20,2023-03-17,OSTROMĚŘ – REKONSTRUKCE VÍCEÚČELOVÉHO SPORTOVNÍHO HŘIŠTĚ na p. p. č. 935/1-5 – II. etapa,Královéhradecký kraj,N006/23/V00007440,442,2868,
4062,826446.28,2023-08-10,Oprava a servis velkokuchyňských zařízení 2023-2025 RD,Kraj Vysočina,N006/23/V00022393,4,3095,
4063,494779.00,2023-08-10,PS 0004 - letiště Kbely - oprava oplechování hangárových vrat,Hlavní město Praha,N006/23/V00013083,4,1134,
4064,791176.36,2023-01-12,SZ Slatiňany - oprava vřetenového schodiště,Pardubický kraj,N006/22/V00032773,17,642,
4065,826446.28,2023-06-05,"RD Provádění oprav traktorů, kolových nakladačů",Olomoucký kraj,N006/23/V00015675,4,1394,
4066,150000.00,2023-09-06,SHZ Bečov - výroba a dodání suvenýrů EDEN Kohoutová,,N006/23/V00020583,17,3096,
4067,82644.63,2023-07-04,RD- Provádění oprav travních sekaček a další zahradní techniky 2023-2024,Olomoucký kraj,N006/23/V00019209,4,3097,
4068,2377900.00,2023-07-18,Nákup termovizí a dalekohledů,Královéhradecký kraj,N006/23/V00020176,369,3098,
4069,5496703.53,2022-12-15,"VÝSTAVBA KOMUNIKACE PRO PĚŠÍ, BÍLÁ TŘEMEŠNÁ",Královéhradecký kraj Královéhradecký kraj,N006/22/V00033970,443,3100,
4070,82000.00,2023-09-06,"SHZ Bečov výroba a dodání suvenýrů vizitky, deníky, obaly",,N006/23/V00008196,17,3102,
4071,16987292.00,2021-03-02,Krhanice – revitalizace a VZT budovy ZŠ,Středočeský kraj,N006/21/V00004095,444,3103,
4072,42190.08,2023-09-06,DP Servis demineralizátorů vody,Královéhradecký kraj,N006/23/V00024780,4,2184,
4073,228298.20,2023-09-06,"SZ Uherčice - – dodávka a instalace záclon, závěsů, nebes a pokrývky toaletního stolu",Jihomoravský kraj,N006/23/V00022705,17,3106,
4074,398315.89,2023-06-08,Údržba zeleně - SH Kunětická hora 2023,,N006/23/V00008581,17,2876,
4075,9628500.00,2023-07-14,"Junák - český skaut, středisko Moravská Orlice Moravské Budějovice, z.s. - Skautská klubovna Moravské Budějovice",Kraj Vysočina,N006/23/V00020025,445,3037,
4076,875040.00,,Údržba a servis elektronického řídícího systému SBI,Jihomoravský kraj,N006/21/V00003128,14,3108,
4174,36797.00,2023-09-05,Minitendr - kuchyňský nábytek,Česká republika,N006/23/V00022633,305,294,
4077,650000.00,,Provedení servisních prací elektrických rotačních a elektronických sirén HZS JmK,Jihomoravský kraj,N006/21/V00031475,14,2062,
4078,677250.00,,Provedení elektrorevizí elektrických rotačních a elektronických sirén HZS JmK,Jihomoravský kraj,N006/21/V00031640,14,2062,
4079,105371.90,2023-04-19,Dodávka přepravních kufrů na dlouhé zbraně,Olomoucký kraj,N006/23/V00010646,4,3109,
4080,271386.00,2019-08-22,"„VPŠ a SPŠ MV v Praze, Pod Táborem 102/5, 190 24 Praha-9 – Rámcová dohoda na servis klimatizačních jednotek“.",Hlavní město Praha,N006/19/V00023810,122,3110,
4081,87300.00,2023-02-23,Dodávka letních pneumatik pro vozidla s výstražným zvukovým zařízením.,Olomoucký kraj,N006/23/V00004976,4,350,
4082,150915.00,2023-08-21,Nákup zimních pneumatik pro vozidla s výstražným zvukovým zařízením.,Olomoucký kraj,N006/23/V00023162,4,3115,
4083,142615.00,2023-06-07,SH Grabštejn – Oprava elektroinstalace v bergfritové věži,,N006/23/V00013140,17,3117,
4084,19392588.00,2020-06-05,Telekomunikační služby v síti operátora mobilních telefonů GSM – hlasové telefonní a datové služby 2020,Liberecký kraj,N006/20/V00013623,382,725,
4085,990777.34,2023-07-24,KŘP Jmk - zálohování napájení radiokomunikační sítě PČR A IZS,Jihomoravský kraj,N006/23/V00020458,55,1793,
4086,100000.00,2022-10-18,SHZ Bečov - kupní smlouva na OZ turistické vizitky,,N006/22/V00022525,17,3119,
4087,1307567.55,2023-09-06,Most pod zemědělským družstem,,N006/23/V00024730,253,71,
4088,6120.00,2023-09-06,Znalecký posudek v k.ú. Líšeň,Česká republika,N006/23/V00021270,38,936,
4089,1670640.00,2023-07-13,Poskytování servisní a materiálové podpory k multifunkčním zařízení,Česká republika,N006/23/V00019179,78,829,
4090,1511.86,2023-09-06,D 78 - Evid. zadání: Dohoda o spolupráci VN Brno 8/2023,Zlínský kraj,N006/23/V00024747,4,3120,
4091,22036.00,2023-09-06,"výzva č. 7 k RD - Služby pneuservisu pro osobní, nákladní vozidla a přívěsy v letech 2023 - 2024 (do 30.9.2023)",Česká republika,N006/23/V00024264,4,3121,
4092,3632000.00,2023-06-05,Celková revitalizace veřejného osvětlení – Město Velké Hamry,Liberecký kraj,N006/23/V00015844,446,3122,
4093,498750.00,2022-08-08,"SHZ Bečov Elektro revize budov a zařízení, drobné opravy a údržba",,N006/22/V00011527,17,3126,
4094,960.00,2023-07-24,Vědecko-výzkumné práce na archeologických výzkumech v Olomouckém kraji,Olomoucký kraj,N006/23/V00019698,17,3127,
4095,49820.00,2023-07-31,VZ- Nákup LED svitilen,Olomoucký kraj,N006/23/V00021202,4,313,
4096,1787859.00,2023-05-09,Domov u rybníka Víceměřice - vybavení pavilonu DZR - nábytek,Olomoucký kraj,N006/23/V00012788,447,3129,
4097,2805785.00,2023-05-09,Domov u rybníka Víceměřice - vybavení pavilonu DZR - zdravotní vybavení,Olomoucký kraj,N006/23/V00012711,447,1821,
4098,30413.22,2023-09-06,"DP č. 7, TK a ME nákladních vozidel RD č. 23105001649",Olomoucký kraj,N006/23/V00024537,4,199,
4099,67133.30,2023-09-06,D 4 - Evid. zadání: Dohoda o spolupráci VN Olomouc 8/2023,Zlínský kraj,N006/23/V00024736,4,3131,
4100,360000.00,2023-04-05,Izolační kity pro forenzní účely,Jihočeský kraj,N006/23/V00009293,95,3132,
4101,881815.67,2022-07-08,"FÚ pro OLK, ÚP v Jeseníku - oprava zpevněných ploch",Olomoucký kraj,N006/22/V00017619,80,3135,
4102,10071000.00,2023-04-26,Podpora sociálních služeb v práci s klientem – oblast pracovního uplatnění,Zlínský kraj,N006/23/V00011137,111,3137,
4103,1494400.00,2023-08-02,Správa ATÚ a telefonních rozvodů,Hlavní město Praha,N006/23/V00021515,448,3138,
4104,136000.00,2023-08-25,Provedení laboratorních zkoušek 23412/2023-HA,Jihomoravský kraj,N006/23/V00023039,4,2523,
4105,621000.00,2022-10-21,Podpora serverových technologií pro GIS,Hlavní město Praha,N006/22/V00027082,17,2398,
4106,59364.38,2023-06-27,1.218 ND a spotřební materiál k VT,Pardubický kraj,N006/23/V00018404,4,605,
4107,204820.00,2023-06-12,Nákup mobiliáře pro VS ve školící místnosti,Moravskoslezský kraj,N006/23/V00015648,52,1218,
4108,8000000.00,2019-08-19,19-035 Vzdělávání v oblasti hospodářských opatření pro krizové stavy,Česká republika Královéhradecký kraj,N006/19/V00023136,108,3139,
4109,825008.00,2022-11-11,nákup kancelářského nábytku č. 5 pro KŘP Msk,Moravskoslezský kraj,N006/22/V00029701,52,287,
4110,129618.00,2023-01-04,Nákup kovového nábytku z RS č. 1,Moravskoslezský kraj,N006/22/V00026350,52,1395,
4111,909090.91,2023-08-25,Radar,Jihomoravský kraj,N006/23/V00023070,4,1317,
4112,1006150.00,2023-01-04,Nákup kancelářského nábytku č. 2 pro ÚZ Těrlicko,Moravskoslezský kraj,N006/22/V00013990,52,287,
4113,28119.00,2022-04-29,Nákup kancelářského nábytku č. 1 FKSP,Moravskoslezský kraj,N006/22/V00008747,52,287,
4114,213534.00,2022-04-29,Nákup kancelářského nábytku č. 1,Moravskoslezský kraj,N006/22/V00008739,52,287,
4115,660762.00,2021-10-26,Nákup kancelářského nábytku č. 4 z RD,Moravskoslezský kraj,N006/21/V00026799,52,287,
4116,4717.63,2023-09-06,19. DP - Nákup PHM na odběrové karty CCS v měsíci Červenec 2023,Česká republika,N006/23/V00017972,4,320,
4117,1059444.00,2023-08-16,60 kusů zásahových bund a 61 kusů zásahových kalhot,Liberecký kraj,N006/23/V00022727,160,266,
4118,324082.00,2023-09-06,Nákup záložního zdroje UPS,Kraj Vysočina,N006/23/V00022523,10,3140,
4119,3412.00,2023-08-07,Akumulátory do záložných zdrojů,Česká republika,N006/23/V00022038,4,309,
4120,22612.40,2023-08-08,Oprava Fritézy Electrolux,Česká republika,N006/23/V00022098,4,1614,
4121,893046.00,2023-03-28,Nákup (dodávka) osobních silničních vozidel v komerčním provedení část A pro rok 2023 dle RD MV-67470-90/OSM-2019 (Škoda Kodiaq),Hlavní město Praha Hlavní město Praha,N006/23/V00005591,122,290,
4122,17144.24,2023-09-06,VMware - SOZ HZS 035,Česká republika,N006/23/V00021611,26,846,
4123,586000.00,2020-06-08,20-096 Podpora a rozvoj SharePoint 2016,Hlavní město Praha,N006/20/V00014163,108,2554,
4124,368291.04,2023-07-11,KSUL - nákup 1ks diskového pole pro virtualizaci,Ústecký kraj,N006/23/V00019463,356,3146,
4125,320000.00,2021-06-18,KŘP KVy - P 2.0 - OOP Náměšť nad Oslavou - rekonstrukce sociálního zařízení vč. šaten - projektová dokumentace,Kraj Vysočina,N006/21/V00015806,10,555,
4126,700000.00,2022-11-08,„Uzavření rámcové smlouvy na nákup a dodání kancelářských potřeb – desky – obaly - obálky“,Ústecký kraj,N006/22/V00030023,356,3148,
4127,18300.00,2023-04-26,"Grafický návrh, sazba a prepress díla Atlas rozšíření plazů",Česká republika,N006/23/V00009963,114,1301,
4128,3949990.00,2023-06-16,"KŘP KVy - P 2.0 - OOP Náměšť nad Oslavou, Třebíčská 924 - rekonstrukce sociálního zařízení vč. šaten - realizace",Kraj Vysočina,N006/23/V00017058,10,546,
4129,120000.00,2022-11-08,„Uzavření rámcové smlouvy na nákup a dodání kancelářských potřeb – psací potřeby“,Ústecký kraj,N006/22/V00030032,356,3148,
4130,230000.00,2022-11-08,„Uzavření rámcové smlouvy na nákup a dodání kancelářských potřeb – razítka“,Ústecký kraj,N006/22/V00030035,356,3150,
4131,7000.00,2023-08-29,DNS na nákup radioaktivního materiálu a URZ - Výzva 048 (F-18),Hlavní město Praha,N006/23/V00022626,259,3151,
4132,230000.00,2022-11-08,„Uzavření rámcové smlouvy na nákup a dodání kancelářských potřeb – drobný materiál - vybavení“,Ústecký kraj,N006/22/V00030030,356,3148,
4133,600000.00,2023-09-06,Technické služby a služby komunální údržby,,N006/23/V00024696,439,3152,
4134,34161.99,2023-09-06,"DP servis a oprava BUS IVECO 213-61-05, 354/2023-7214",Středočeský kraj,N006/23/V00024022,4,3153,
4135,119197.95,2023-09-06,VMware - Zábřeh (Horizon) 033,Česká republika,N006/23/V00020141,26,846,
4136,20293770.00,2023-07-13,Dodávka vozidel v komerčním provedení,Hlavní město Praha,N006/23/V00008603,50,290,
4137,384250.00,2023-08-25,Kronika třetí republiky,Hlavní město Praha,N006/23/V00020255,58,423,
4138,16000.00,2023-08-17,PB – výměna elektrického bojleru - KoP Benešov - kopie,Středočeský kraj,N006/23/V00023037,30,56,
4139,53266.59,2023-09-06,VP č. 24 k RD č. 2105002156 Oprava AUT.T8158X8MULTILIFT MKIV VPZ: 023-91-23,Královéhradecký kraj,N006/23/V00021715,4,1786,
4140,439330.00,2023-08-08,"KŘP Msk - POLICIE 2.0 – Vnitřní malby a oprava podlahové krytiny v objektu OOP Petřvald, Gen. Svobody 511",Moravskoslezský kraj,N006/23/V00022097,52,3154,
4141,80728.00,2023-07-26,"KŘP KVy - P 2.0 - OOP Náměšť nad Oslavou, Třebíčská 924 - rekonstrukce sociálního zařízení vč. šaten - výkon TDS",Kraj Vysočina,N006/23/V00017063,10,502,
4142,35982.26,2023-09-06,VP č. 23 k RD č. 2105002156 Oprava překladač STEELBRO T-815 VPZ: 024-53-15,Královéhradecký kraj,N006/23/V00021392,4,1786,
4143,126847.92,2023-09-06,"Léčiva a zdravotnický materiál, výzva č. 93/2023",Jihomoravský kraj,N006/23/V00024691,4,3156,
4144,60000.00,2023-09-06,"KŘP KVy - P 2.0 - OOP Náměšť nad Oslavou, Třebíčská 924 - rekonstrukce sociálního zařízení vč. šaten - výkon koordinátora BOZP",Kraj Vysočina,N006/23/V00017062,10,963,
4145,9180.00,2023-07-12,VP č. 25 z RD č. 21105002157,Královéhradecký kraj,N006/23/V00019584,4,1325,
4146,876064.00,2023-05-19,Rekonstrukce MŠ Slavětín – nová fasáda,Olomoucký kraj,N006/23/V00011155,436,3157,
4147,335358.00,2023-09-05,PŘÍSTAVBA MODULÁRNÍ MATEŘSKÉ ŠKOLY BOLEHOŠŤ - GASTRO TECHNOLOGIE,Královéhradecký kraj,N006/23/V00024686,245,2158,
4148,380.00,2023-09-05,Zajištění grafických a marketingových služeb,,N006/23/V00024684,449,3158,
4149,1036775.40,2023-09-05,DNS02-23-B-02 Rekonstrukce sítě Eduroam,Jihomoravský kraj,N006/23/V00022897,106,324,
4150,19799732.00,2022-01-17,Pojištění nemovitého a movitého majetku a odpovědnosti za újmu statutárního města Pardubice na období 4 let,Pardubický kraj,N006/22/V00000463,5,3159,
4151,130031.00,2023-09-05,"FC Litoměřice – LIFE CS Odstranění výmladků EVL Lipská hora, Lovoš, Košťálov, Porta Bohemica",Ústecký kraj,N006/23/V00022429,114,3162,
4152,1444000.00,2023-07-31,Music China 2023,Extra-Regio,N006/23/V00021154,353,3163,
4153,81683.00,2023-09-05,"DP servis a oprava VOLVO FL 6/T 032-17-61, 352/2023-7214",Středočeský kraj,N006/23/V00024030,4,2508,
4154,10228788.19,,Stavba hasičské zbrojnice Vedrovice,Jihomoravský kraj,N006/23/V00016027,450,3164,
4155,665824.10,2023-09-05,Rekonstrukce přechodu pro chodce na zvýšeném prahu – Podbrdská,Středočeský kraj,N006/23/V00015506,304,451,
4156,2996652.77,2023-09-05,Chodník – ulice Anenská,Středočeský kraj,N006/23/V00015547,304,482,
4157,959812.00,2023-09-05,"Oprava kotelny a výměna kotlů – MŠ 28. října 55, Příbram VII",Středočeský kraj,N006/23/V00015566,304,2863,
4158,865465.00,2023-09-05,MŠ Pohádka - oprava oplocení zahrady,Středočeský kraj,N006/23/V00015563,304,3167,
4159,1479921.00,2023-09-05,Oprava hygienického zařízení SZŠ a VOŠ Příbram,Středočeský kraj,N006/23/V00016290,304,3166,
4160,31800.00,2023-07-27,"Provádění servisu, oprav, údržby a revizí na uzavřeném televizním okruhu (CCTV) a systému kontroly vstupu (EKV).",Hlavní město Praha,N006/23/V00021120,4,3168,
4161,3389501.46,2023-09-05,"Oprava střech – MŠ J. Drdy 496, Příbram VII",Středočeský kraj,N006/23/V00016291,304,3167,
4162,1375397.14,2023-09-05,"Výměna střešních oken – Domov seniorů, Příbram VI-Březové Hory",Středočeský kraj,N006/23/V00017500,304,452,
4163,687372.80,2023-09-05,"Nouzové osvětlení - DPS Brodská, Příbram",Středočeský kraj,N006/23/V00015076,304,3166,
4164,493180.00,2023-09-05,"Oprava šikmé střechy pavilonu tělocvičen v areálu bývalé 8. ZŠ, Příbram VII",Středočeský kraj,N006/23/V00017504,304,3167,
4165,485693.07,2023-09-05,Výměna osvětlovacích těles v tělocvičně Waldorfské školy Příbram,Středočeský kraj,N006/23/V00018399,304,3166,
4166,1569370.91,2023-09-05,"Přeložka dešťové kanalizace v ul. Školní, Příbram",Středočeský kraj,N006/23/V00019255,304,2953,
4167,679000.00,,Pěnidlo na nepolární kapaliny,Středočeský kraj,N006/23/V00021016,12,1491,
4168,622457.80,2023-09-05,Správa veřejného pohřebiště,Plzeňský kraj,N006/23/V00024670,274,3170,
4169,4384789.19,2023-07-14,"MŠ - přístavba skladu, konzultační místnosti a relaxační místnosti",Středočeský kraj,N006/23/V00019937,304,452,
4170,1392740.40,2023-05-31,Opravy MK Třemošná,Plzeňský kraj,N006/23/V00015318,274,2338,
